Description,Sector,Industry,Exchange
GRAVITA INDIA LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
KIOCL LIMITED,Non-Energy Minerals,Steel,BSE
NILACHAL REFRACTORIES LTD.,Non-Energy Minerals,Construction Materials,BSE
ARFIN INDIA LIMITED,Non-Energy Minerals,Aluminum,BSE
INDSIL HYDRO POWER AND MANGANE,Non-Energy Minerals,Other Metals/Minerals,BSE
MUKAND,Non-Energy Minerals,Steel,NSE
SAL STEEL LTD,Non-Energy Minerals,Steel,NSE
NMDC STEEL LTD,Non-Energy Minerals,Steel,NSE
INDIAN BRIGHT STEEL CO.LTD.,Non-Energy Minerals,Steel,BSE
MOIL LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
PREMIER POLYFILM LTD.,Non-Energy Minerals,Forest Products,BSE
CONTINENTAL SEEDS,Non-Energy Minerals,Forest Products,NSE
GODAWARI POWER & ISPAT LTD.,Non-Energy Minerals,Steel,BSE
SAHYADRI INDUSTRIES LTD,Non-Energy Minerals,Construction Materials,NSE
HINDUSTAN ZINC LTD.,Non-Energy Minerals,Other Metals/Minerals,BSE
NELCAST LTD,Non-Energy Minerals,Steel,NSE
VARDHMAN SPECIAL STEELS LTD.,Non-Energy Minerals,Steel,BSE
SREECHEM RESINS LTD.,Non-Energy Minerals,Construction Materials,BSE
BARAK VALLEY CEMEN,Non-Energy Minerals,Construction Materials,NSE
JINDAL STEEL & POWER LTD.,Non-Energy Minerals,Steel,BSE
RUDRA GLOBAL INFRA PRODUCTS LI,Non-Energy Minerals,Steel,BSE
NUVOCO VISTAS CORPORATION LIMI,Non-Energy Minerals,Construction Materials,BSE
SIYARAM RECYCLING INDUSTRIES L,Non-Energy Minerals,Other Metals/Minerals,BSE
NMDC LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
KRIDHAN INFRA LIMI,Non-Energy Minerals,Steel,NSE
JINDAL STAINLESS,Non-Energy Minerals,Steel,NSE
CUBEX TUBINGS LTD.,Non-Energy Minerals,Other Metals/Minerals,BSE
ISMT LTD,Non-Energy Minerals,Steel,NSE
RAJNANDINI METAL LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
INDIA CEMENTS,Non-Energy Minerals,Construction Materials,NSE
RATNAVEER PRECISION ENGINEERIN,Non-Energy Minerals,Steel,BSE
ANDHRA CEMENTS LTD.,Non-Energy Minerals,Construction Materials,BSE
EURO PANEL PRODUCT,Non-Energy Minerals,Aluminum,NSE
INCREDIBLE INDUSTRIES LTD,Non-Energy Minerals,Steel,NSE
MAAN ALUMINIUM LTD,Non-Energy Minerals,Aluminum,NSE
BIRLA CORP,Non-Energy Minerals,Construction Materials,NSE
VASWANI INDUSTRIES LTD.,Non-Energy Minerals,Steel,BSE
NELCAST LTD.,Non-Energy Minerals,Steel,BSE
JINDAL SAW LTD,Non-Energy Minerals,Steel,NSE
MANAKSIA ALUMINIUM,Non-Energy Minerals,Other Metals/Minerals,NSE
QUALITY FOILS,Non-Energy Minerals,Steel,NSE
ACC LTD.,Non-Energy Minerals,Construction Materials,BSE
ANKIT METAL & POWER LTD.,Non-Energy Minerals,Steel,BSE
VESUVIUS INDIA LTD.,Non-Energy Minerals,Construction Materials,BSE
ORIENTAL TRIMEX LTD.,Non-Energy Minerals,Construction Materials,BSE
JINDAL STEEL & PWR,Non-Energy Minerals,Steel,NSE
PANCHMAHAL STEEL LTD.,Non-Energy Minerals,Steel,BSE
RATNAMANI MET &TBS,Non-Energy Minerals,Steel,NSE
AMBUJA CEMENTS LTD.,Non-Energy Minerals,Construction Materials,BSE
CHAMAN METALLICS L,Non-Energy Minerals,Steel,NSE
RAVILEELA GRANITES LTD.,Non-Energy Minerals,Construction Materials,BSE
MSP STEEL & POWER LTD.,Non-Energy Minerals,Steel,BSE
KALYANI STEELS LTD.,Non-Energy Minerals,Steel,BSE
ELECTROSTEEL CASTINGS LTD.,Non-Energy Minerals,Steel,BSE
MANAKSIA LTD.,Non-Energy Minerals,Steel,BSE
MADHAV COPPER LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
ALOK INDUSTRIES LTD,Process Industries,Textiles,NSE
HINDUSTAN FLUOROCARBONS LTD.,Process Industries,Chemicals: Specialty,BSE
TANFAC INDUSTRIES LTD.,Process Industries,Chemicals: Specialty,BSE
SHREE RENUKA SUGARS LTD.,Process Industries,Agricultural Commodities/Milling,BSE
PREMIER SYNTHETICS LTD.,Process Industries,Textiles,BSE
SARVESHWAR FOODS LTD,Process Industries,Agricultural Commodities/Milling,NSE
OLYMPIA INDUSTRIES LTD.,Process Industries,Textiles,BSE
NITIN SPINNERS LTD,Process Industries,Textiles,NSE
APCOTEX INDUSTRIES LTD.,Process Industries,Chemicals: Specialty,BSE
A-1 ACID LIMITED,Process Industries,Chemicals: Specialty,BSE
SRF LTD,Process Industries,Industrial Specialties,NSE
PERIA KARAMALAI TE,Process Industries,Agricultural Commodities/Milling,NSE
GENUS PAPER AND BO,Process Industries,Pulp & Paper,NSE
JUBILANT INGREVIA LIMITED,Process Industries,Chemicals: Major Diversified,BSE
SABOO SODIUM CHLORO LTD.,Process Industries,Chemicals: Specialty,BSE
TIRTH PLASTIC LTD.,Process Industries,Containers/Packaging,BSE
FILATEX FASHIONS LTD,Process Industries,Textiles,NSE
EUROTEX INDUSTRIES & EXPORTS L,Process Industries,Textiles,BSE
BHARAT RASAYAN LTD,Process Industries,Chemicals: Agricultural,NSE
TPI INDIA LTD.,Process Industries,Pulp & Paper,BSE
SUMERU INDUSTRIES LTD.,Process Industries,Textiles,BSE
ALPS INDUSTRIES LTD.,Process Industries,Industrial Specialties,BSE
SUNIL AGRO FOODS LTD.,Process Industries,Agricultural Commodities/Milling,BSE
SEJAL GLASS LTD,Process Industries,Industrial Specialties,NSE
CHEMPLAST SANMAR LTD,Process Industries,Chemicals: Major Diversified,NSE
INDO COUNT INDUSTR,Process Industries,Textiles,NSE
ULTRAMARINE & PIGMENTS LTD.,Process Industries,Chemicals: Specialty,BSE
LAMBODHARA TEXTILE,Process Industries,Textiles,NSE
UPL LIMITED,Process Industries,Chemicals: Agricultural,BSE
YARN SYNDICATE LTD.,Process Industries,Textiles,BSE
ROLLATAINERS LTD,Process Industries,Containers/Packaging,NSE
RITESH INTERNATIONAL LTD.,Process Industries,Chemicals: Specialty,BSE
CHEMPLAST SANMAR LIMITED,Process Industries,Chemicals: Major Diversified,BSE
JAI CORP LTD.,Process Industries,Containers/Packaging,BSE
HERANBA INDUSTRIES LIMITED,Process Industries,Chemicals: Agricultural,BSE
COSMO FIRST LTD,Process Industries,Containers/Packaging,NSE
KAVERI SEED COMPAN,Process Industries,Agricultural Commodities/Milling,NSE
SHRI DINESH MILLS LTD.,Process Industries,Textiles,BSE
UFLEX LTD,Process Industries,Containers/Packaging,NSE
HINDPRAKASH INDUSTRIES LIMITED,Process Industries,Chemicals: Specialty,BSE
VIKAS ECOTECH LIMI,Process Industries,Chemicals: Major Diversified,NSE
TRIVENI ENGINEERIN,Process Industries,Agricultural Commodities/Milling,NSE
VITESSE AGRO LIMITED,Process Industries,Chemicals: Specialty,BSE
WEIZMANN,Process Industries,Textiles,NSE
UNITED TEXTILES LTD.,Process Industries,Textiles,BSE
BALKRISHNA PAPER MILLS LTD.,Process Industries,Pulp & Paper,BSE
GUJARAT NARMADA VA,Process Industries,Chemicals: Specialty,NSE
YASONS CHEMEX CARE,Process Industries,Chemicals: Specialty,NSE
DWARIKESH SUGAR IN,Process Industries,Agricultural Commodities/Milling,NSE
SOUTH INDIA PAPER MILLS LTD.,Process Industries,Pulp & Paper,BSE
BANNARI AMMAN SPIN,Process Industries,Textiles,NSE
NIKHIL ADHESIVES LTD.,Process Industries,Industrial Specialties,BSE
DIGJAM LTD,Process Industries,Textiles,NSE
DCW,Process Industries,Chemicals: Specialty,NSE
AGRO TECH FOODS LTD.,Process Industries,Agricultural Commodities/Milling,BSE
HARRISONS MALAYALA,Process Industries,Agricultural Commodities/Milling,NSE
GOKUL AGRO RESOURCES LTD,Process Industries,Agricultural Commodities/Milling,BSE
ORBIT EXPORTS LTD.,Process Industries,Textiles,BSE
INDO BORAX & CHEMICAL LTD,Process Industries,Chemicals: Specialty,NSE
PRAG BOSIMI SYNTHETICS LTD.,Process Industries,Textiles,BSE
KG PETROCHEM LTD.,Process Industries,Textiles,BSE
NOVA AGRITECH LIMITED,Process Industries,Chemicals: Agricultural,BSE
RAJ OIL MILLS LTD,Process Industries,Agricultural Commodities/Milling,NSE
FAZE THREE LTD,Process Industries,Textiles,NSE
DONEAR INDUSTRIES LTD.,Process Industries,Textiles,BSE
UTTAM SUGAR MILLS,Process Industries,Agricultural Commodities/Milling,NSE
KINGS INFRA VENTURES LIMITED,Process Industries,Agricultural Commodities/Milling,BSE
K.M.SUGAR MILLS LTD.,Process Industries,Agricultural Commodities/Milling,BSE
BHAGIRADHA CHEMICALS & INDUSTR,Process Industries,Chemicals: Agricultural,BSE
GANESH BENZOPLAST LTD.,Process Industries,Chemicals: Specialty,BSE
LINDE INDIA LIMITED,Process Industries,Chemicals: Specialty,BSE
VINYOFLEX LTD.,Process Industries,Industrial Specialties,BSE
SANGAM INDIA,Process Industries,Textiles,NSE
KANCHI KARPOORAM LTD.,Process Industries,Chemicals: Specialty,BSE
SHIVALIK RASAYAN LTD,Process Industries,Chemicals: Agricultural,NSE
RANA SUGARS LTD,Process Industries,Agricultural Commodities/Milling,NSE
FERTILIZERS & CHEMICALS TRAVAN,Process Industries,Chemicals: Agricultural,BSE
SAKTHI SUGAR,Process Industries,Agricultural Commodities/Milling,NSE
XPRO INDIA LTD.,Process Industries,Industrial Specialties,NSE
20 MICRONS LTD.,Process Industries,Chemicals: Specialty,BSE
DHANLAXMI FABRICS LTD.,Process Industries,Textiles,BSE
KOHINOOR FOODS LTD.,Process Industries,Agricultural Commodities/Milling,BSE
DK ENTERPRISES GLO,Process Industries,Containers/Packaging,NSE
EIKO LIFESCIENCES LIMITED,Process Industries,Chemicals: Specialty,BSE
LT FOODS LTD,Process Industries,Agricultural Commodities/Milling,NSE
MAGADH SUGAR & ENERGY LIMITED,Process Industries,Agricultural Commodities/Milling,BSE
MADHYA BHARAT AGRO P. LTD,Process Industries,Chemicals: Agricultural,NSE
LORDS CHLORO ALKALI LTD.,Process Industries,Chemicals: Specialty,BSE
ORIENTAL CARBON & CHEMICALS LT,Process Industries,Chemicals: Specialty,BSE
SURYALAKSHMI COTTON MILLS LTD.,Process Industries,Textiles,BSE
SAYAJI INDUSTRIES LIMITED,Process Industries,Chemicals: Specialty,BSE
BHILWARA SPINNERS LTD.,Process Industries,Textiles,BSE
SALONA COTSPIN LTD.,Process Industries,Textiles,BSE
DCM NOUVELLE LIMITED,Process Industries,Textiles,BSE
THIRUMALAI CHEMICALS LTD.,Process Industries,Chemicals: Specialty,BSE
VINNY OVERSEAS LIMITED,Process Industries,Textiles,BSE
SABAR FLEX INDIA L,Process Industries,Containers/Packaging,NSE
MAYANK CATTLE FOOD LIMITED,Process Industries,Agricultural Commodities/Milling,BSE
SHANTI SPINTEX LIMITED,Process Industries,Textiles,BSE
PATANJALI FOODS LTD,Process Industries,Agricultural Commodities/Milling,NSE
SUNCITY SYNTHETICS LTD.,Process Industries,Textiles,BSE
JK PAPER LTD,Process Industries,Pulp & Paper,NSE
KOTHARI INDUSTRIAL CORPORATION,Process Industries,Chemicals: Agricultural,BSE
VEEKAYEM FASHION A,Process Industries,Textiles,NSE
TCM LTD.,Process Industries,Chemicals: Specialty,BSE
NANDAN DENIM LTD,Process Industries,Textiles,NSE
KANORIA CHEMICALS & INDUSTRIES,Process Industries,Chemicals: Specialty,BSE
SIMBHAOLI SUGARS L,Process Industries,Agricultural Commodities/Milling,NSE
AVANTI FEEDS LTD.,Process Industries,Agricultural Commodities/Milling,BSE
SHREE RAMA NEWSPRI,Process Industries,Pulp & Paper,NSE
COSMO FIRST LIMITED,Process Industries,Containers/Packaging,BSE
ARVIND LTD.,Process Industries,Textiles,BSE
ADITYA SPINNERS LTD.,Process Industries,Textiles,BSE
TRIDENT LTD,Process Industries,Textiles,NSE
TARSONS PRODUCTS LIMITED,Process Industries,Containers/Packaging,BSE
AMBAR PROTEIN INDUSTRIES LIMIT,Process Industries,Agricultural Commodities/Milling,BSE
TULASEE BIO-ETHANOL LTD.,Process Industries,Chemicals: Specialty,BSE
KAMADGIRI FASHION LTD.,Process Industries,Textiles,BSE
SAMYAK INTERNATIONAL LTD.,Process Industries,Industrial Specialties,BSE
SHREEOSWAL S AND CHE LTD,Process Industries,Agricultural Commodities/Milling,NSE
ANAND RAYONS LIMITED,Process Industries,Textiles,BSE
AMINES & PLASTICIZERS LTD.,Process Industries,Chemicals: Specialty,BSE
QUANTUM DIGITAL VISION (INDIA),Process Industries,Containers/Packaging,BSE
SHINE FASHIONS (INDIA) LIMITED,Process Industries,Textiles,BSE
INNOVATORS FACADE SYSTEMS LIMI,Process Industries,Industrial Specialties,BSE
VTM LTD.,Process Industries,Textiles,BSE
I G PETROCHEMICALS LTD.,Process Industries,Chemicals: Specialty,BSE
SURYALATA SPINNING MILLS LTD.,Process Industries,Textiles,BSE
SOMA PAPERS & INDUSTRIES LTD.,Process Industries,Pulp & Paper,BSE
GOCL CORPORATION L,Process Industries,Industrial Specialties,NSE
LAFFANS PETROCHEMICALS LTD.,Process Industries,Chemicals: Specialty,BSE
INDIA GELATINE & CHEMICALS LTD,Process Industries,Chemicals: Major Diversified,BSE
KIRI INDUSTRIES LTD.,Process Industries,Chemicals: Specialty,BSE
JOCIL LTD,Process Industries,Chemicals: Specialty,NSE
ASHNOOR TEXTILE MILLS LTD,Process Industries,Textiles,BSE
KONARK SYNTHETIC LTD.,Process Industries,Textiles,BSE
KESAR PETROPRODUCTS LTD.,Process Industries,Industrial Specialties,BSE
INDO BORAX & CHEMICALS LTD.,Process Industries,Chemicals: Specialty,BSE
SAPTARISHI AGRO INDUSTRIES LTD,Process Industries,Agricultural Commodities/Milling,BSE
VADIVARHE SPECIALI,Process Industries,Chemicals: Specialty,NSE
MULTIBASE INDIA LTD.,Process Industries,Industrial Specialties,BSE
DAVANGERE SUGAR COMPANY LIMITE,Process Industries,Agricultural Commodities/Milling,BSE
FILATEX INDIA LTD.,Process Industries,Textiles,BSE
YASH CHEMEX LIMITED,Process Industries,Chemicals: Specialty,BSE
VISHNU CHEMICALS LTD.,Process Industries,Chemicals: Specialty,BSE
RAJ OIL MILLS LTD.,Process Industries,Agricultural Commodities/Milling,BSE
SAMRAT PHARMACHEM LTD.,Process Industries,Chemicals: Specialty,BSE
SUPER FINE KNITTERS LIMITED,Process Industries,Textiles,BSE
KCP SUGAR & INDUSTRIES CORPORA,Process Industries,Agricultural Commodities/Milling,BSE
TRANSPEK INDUSTRY LTD.,Process Industries,Chemicals: Specialty,BSE
EMMBI INDUSTRIES LTD,Process Industries,Containers/Packaging,BSE
ALOK INDUSTRIES LTD.,Process Industries,Textiles,BSE
ORIENT PRESS LTD,Process Industries,Containers/Packaging,NSE
DIAMINES & CHEMICALS LTD,Process Industries,Chemicals: Major Diversified,NSE
KHOOBSURAT LTD,Process Industries,Textiles,BSE
BALKRISHNA PAPER M,Process Industries,Pulp & Paper,NSE
CAMEX LTD.,Process Industries,Textiles,BSE
FERTILIZERS & CHEM,Process Industries,Chemicals: Agricultural,NSE
BABA FOOD PROCESSI,Process Industries,Agricultural Commodities/Milling,NSE
DHAMPUR BIO ORGANICS LIMITED,Process Industries,Agricultural Commodities/Milling,BSE
JK AGRI GENETICS LTD,Process Industries,Agricultural Commodities/Milling,BSE
TUTICORIN ALKALI CHEMICALS AND,Process Industries,Chemicals: Specialty,BSE
KAPIL COTEX LTD.,Process Industries,Textiles,BSE
SHEELA FOAM LTD,Process Industries,Industrial Specialties,NSE
GRINDWELL NORTON,Process Industries,Industrial Specialties,NSE
SHREE RAJASTHAN SYNTEX LTD.,Process Industries,Textiles,BSE
NACL INDUSTRIES LTD,Process Industries,Chemicals: Agricultural,NSE
RAJSHREE SUG &CHEM,Process Industries,Agricultural Commodities/Milling,NSE
RLF LTD.,Process Industries,Textiles,BSE
WARREN TEA LTD.,Process Industries,Agricultural Commodities/Milling,BSE
FINEOTEX CHEMICAL,Process Industries,Industrial Specialties,NSE
SMVD POLY PACK LTD,Process Industries,Containers/Packaging,NSE
VIKAS ECOTECH LIMITED,Process Industries,Chemicals: Major Diversified,BSE
ASHUTOSH PAPER MILLS LTD.,Process Industries,Pulp & Paper,BSE
MAYUR UNIQUOTERS L,Process Industries,Textiles,NSE
DWARIKESH SUGAR INDUSTRIES LTD,Process Industries,Agricultural Commodities/Milling,BSE
VINNY OVERSEAS LTD,Process Industries,Textiles,NSE
OSWAL YARNS LTD.,Process Industries,Textiles,BSE
PASUPATI ACRYLON LTD.,Process Industries,Textiles,BSE
ALKALI METALS LTD.,Process Industries,Chemicals: Specialty,BSE
EMMBI INDUSTRIES,Process Industries,Containers/Packaging,NSE
GTN TEXTILES LTD.,Process Industries,Textiles,BSE
B & A LTD.,Process Industries,Agricultural Commodities/Milling,BSE
DIGJAM LIMITED,Process Industries,Textiles,BSE
PENTOKEY ORGANY (INDIA) LTD.,Process Industries,Chemicals: Specialty,BSE
MANGALORE CHEMICALS & FERTILIZ,Process Industries,Chemicals: Agricultural,BSE
NEELKANTH LIMITED,Process Industries,Agricultural Commodities/Milling,BSE
WIRES & FABRIKS (SA) LTD.,Process Industries,Textiles,BSE
HINDUSTAN ADHESIVES LTD.,Process Industries,Industrial Specialties,BSE
STANDARD SHOE SOLE AND MOULD (,Process Industries,Chemicals: Agricultural,BSE
BALAJI AMINES LTD,Process Industries,Chemicals: Specialty,NSE
KOHINOOR FOODS,Process Industries,Agricultural Commodities/Milling,NSE
SESHASAYEE PAPER&B,Process Industries,Pulp & Paper,NSE
AMIN TANNERY LIMITED,Process Industries,Textiles,BSE
MALU PAPER MILLS LTD.,Process Industries,Pulp & Paper,BSE
OWAIS METAL AND MI,Process Industries,Chemicals: Specialty,NSE
UPL LTD,Process Industries,Chemicals: Agricultural,NSE
GODREJ INDUSTRIES,Process Industries,Agricultural Commodities/Milling,NSE
POCL ENTERPRISES LTD,Process Industries,Chemicals: Specialty,BSE
LIME CHEMICALS LTD.,Process Industries,Chemicals: Specialty,BSE
SRF LTD.,Process Industries,Industrial Specialties,BSE
RISHI TECHTEX LTD.,Process Industries,Containers/Packaging,BSE
DHAMPUR SUGAR MILL,Process Industries,Agricultural Commodities/Milling,NSE
OMKAR SPECIALITY C,Process Industries,Chemicals: Specialty,NSE
FAZE THREE LTD.,Process Industries,Textiles,BSE
VARDHMAN TEXTILES,Process Industries,Textiles,NSE
ANDHRA SUGARS,Process Industries,Chemicals: Specialty,NSE
MACHHAR INDUSTRIES LIMITED,Process Industries,Chemicals: Agricultural,BSE
KIRI INDUSTRIES LTD,Process Industries,Chemicals: Specialty,NSE
SHIVA MILLS LTD,Process Industries,Textiles,NSE
POLYLINK POLYMERS (INDIA) LTD.,Process Industries,Chemicals: Specialty,BSE
GARWARE HI-TECH FILMS LIMITED,Process Industries,Chemicals: Specialty,BSE
DYNAMIC INDUSTRIES LTD.,Process Industries,Industrial Specialties,BSE
HINDPRAKASH INDUSTRY LTD,Process Industries,Chemicals: Specialty,NSE
BOROSIL RENEWABLES LTD,Process Industries,Industrial Specialties,NSE
SHEKHAWATI POLY,Process Industries,Textiles,NSE
MANGALAM GLOBAL ENT LTD,Process Industries,Agricultural Commodities/Milling,NSE
AARTI SURFACTANTS LTD,Process Industries,Chemicals: Major Diversified,NSE
KCP SUGAR & INDUST,Process Industries,Agricultural Commodities/Milling,NSE
GLOSTER LTD,Process Industries,Textiles,BSE
BERGER PAINTS IND,Process Industries,Industrial Specialties,NSE
EXCEL INDUSTRIES,Process Industries,Chemicals: Agricultural,NSE
VALIANT ORGANICS LTD,Process Industries,Chemicals: Specialty,NSE
VRUNDAVAN PLANTATION LIMITED,Process Industries,Agricultural Commodities/Milling,BSE
RAGHUVIR SYNTHETICS LTD.,Process Industries,Textiles,BSE
RACE ECO CHAIN LIMITED,Process Industries,Textiles,BSE
ORIENT PRESS LTD.,Process Industries,Containers/Packaging,BSE
SEL MANUFACTURING CO LTD,Process Industries,Textiles,NSE
E.I.D.-PARRY (INDIA) LTD.,Process Industries,Chemicals: Agricultural,BSE
SREE JAYALAKSHMI AUTOSPIN LTD.,Process Industries,Textiles,BSE
SHREE KARTHIK PAPERS LTD.,Process Industries,Pulp & Paper,BSE
MORARJEE TEXTILES LTD.,Process Industries,Textiles,BSE
TUNI TEXTILE MILLS LTD.,Process Industries,Textiles,BSE
BALAJI AMINES LTD.,Process Industries,Chemicals: Specialty,BSE
SAH POLYMERS LIMITED,Process Industries,Containers/Packaging,BSE
PI INDUSTRIES,Process Industries,Chemicals: Specialty,NSE
AGI GREENPAC LTD,Process Industries,Containers/Packaging,NSE
VASA RETAIL AND OV,Process Industries,Textiles,NSE
GRM OVERSEAS LTD,Process Industries,Agricultural Commodities/Milling,NSE
KAVERI SEED COMPANY LTD.,Process Industries,Agricultural Commodities/Milling,BSE
ALSTONE TEXTILES (INDIA) LTD,Process Industries,Textiles,BSE
SUNSHIELD CHEMICALS LTD.,Process Industries,Chemicals: Major Diversified,BSE
MARIS SPINNERS LTD.,Process Industries,Textiles,BSE
DELTA INDUSTRIAL RESOURCES LIM,Process Industries,Textiles,BSE
KANSAI NEROLAC PAI,Process Industries,Industrial Specialties,NSE
KRISHANA PHOSCHEM LTD,Process Industries,Chemicals: Agricultural,NSE
LAXMI COTSPIN LTD,Process Industries,Textiles,NSE
SANGAM (INDIA) LTD.,Process Industries,Textiles,BSE
ANTARCTICA LTD,Process Industries,Containers/Packaging,NSE
UMA CONVERTER LTD,Process Industries,Containers/Packaging,NSE
SHALIMAR WIRES INDUSTRIES LTD.,Process Industries,Containers/Packaging,BSE
RETINA PAINTS LIMITED,Process Industries,Industrial Specialties,BSE
MAGNUM VENTURES LTD,Process Industries,Pulp & Paper,NSE
EUROTEX INDUSTRIES,Process Industries,Textiles,NSE
ALKALI METALS LTD,Process Industries,Chemicals: Specialty,NSE
KUANTUM PAPERS LTD.,Process Industries,Pulp & Paper,BSE
ZUARI INDUSTRIES LTD,Process Industries,Agricultural Commodities/Milling,NSE
COMMERCIAL SYN BAGS LIMITED,Process Industries,Containers/Packaging,BSE
BAYER CROPSCIENCE,Process Industries,Chemicals: Agricultural,NSE
STANPACKS (INDIA) LTD.,Process Industries,Containers/Packaging,BSE
ADANI WILMAR LIMITED,Process Industries,Agricultural Commodities/Milling,BSE
SANWARIA CONSUMER,Process Industries,Agricultural Commodities/Milling,NSE
SUPER SALES INDIA LTD.,Process Industries,Textiles,BSE
INDIA GLYCOLS LTD.,Process Industries,Chemicals: Specialty,BSE
SAVITA OIL TECHNOLOGIES LTD.,Process Industries,Chemicals: Specialty,BSE
TARSONS PRODUCTS LTD,Process Industries,Containers/Packaging,NSE
DEEP POLYMERS LIMITED,Process Industries,Chemicals: Specialty,BSE
FLORA TEXTILES LTD.,Process Industries,Textiles,BSE
KITEX GARMENTS LTD.,Process Industries,Textiles,BSE
TECIL CHEM & HYD P,Process Industries,Chemicals: Major Diversified,NSE
NK INDUSTRIES,Process Industries,Agricultural Commodities/Milling,NSE
SAMBANDAM SPINNING MILLS LTD.,Process Industries,Textiles,BSE
KUANTUM PAPERS LTD,Process Industries,Pulp & Paper,NSE
EPL LIMITED,Process Industries,Containers/Packaging,BSE
BHARAT AGRI FERT & REALTY LTD.,Process Industries,Chemicals: Agricultural,BSE
UFLEX LTD.,Process Industries,Containers/Packaging,BSE
RAYMOND LTD.,Process Industries,Textiles,BSE
SHANTAI INDUSTRIES LIMITED,Process Industries,Textiles,BSE
SANRHEA TECHNICAL TEXTILES LTD,Process Industries,Textiles,BSE
PASHUPATI COTSPIN,Process Industries,Textiles,NSE
SIMPLEX MILLS COMPANY LTD.,Process Industries,Textiles,BSE
HEUBACH COLORANTS IND LTD,Process Industries,Chemicals: Major Diversified,NSE
BHANSALI ENGINEERING POLYMERS,Process Industries,Industrial Specialties,BSE
NITIN SPINNERS LTD.,Process Industries,Textiles,BSE
MITTAL LIFE STYLE,Process Industries,Textiles,NSE
GHCL,Process Industries,Textiles,NSE
HIMATSINGKA SEIDE LTD.,Process Industries,Textiles,BSE
KRISHIVAL FOODS LI,Process Industries,Agricultural Commodities/Milling,NSE
COMMERCIAL SYN BAGS LTD,Process Industries,Containers/Packaging,NSE
SKY INDUSTRIES LTD.,Process Industries,Textiles,BSE
BEST AGROLIFE LTD,Process Industries,Chemicals: Agricultural,NSE
ADVANCE PETROCHEMICALS LTD.,Process Industries,Industrial Specialties,BSE
ASTEC LIFESCIENCES,Process Industries,Chemicals: Agricultural,NSE
IG PETROCHEMICAL,Process Industries,Chemicals: Specialty,NSE
PRIMA AGRO LTD.,Process Industries,Agricultural Commodities/Milling,BSE
FINEOTEX CHEMICAL LTD.,Process Industries,Industrial Specialties,BSE
SHRI VENKATESH REFINERIES LIMI,Process Industries,Agricultural Commodities/Milling,BSE
VIJAY TEXTILES LTD.,Process Industries,Textiles,BSE
TYROON TEA CO.LTD.,Process Industries,Agricultural Commodities/Milling,BSE
VISAGAR POLYTEX,Process Industries,Textiles,NSE
BLUE CHIP TEX INDUSTRIES LTD.,Process Industries,Textiles,BSE
UNIROYAL INDUSTRIES LTD.,Process Industries,Textiles,BSE
SIYARAM SILK,Process Industries,Textiles,NSE
EPIGRAL LIMITED,Process Industries,Chemicals: Agricultural,BSE
IGC INDUSTRIES LIMITED,Process Industries,Textiles,BSE
GUJARAT COTEX LTD.,Process Industries,Textiles,BSE
KCK INDUSTRIES LTD,Process Industries,Agricultural Commodities/Milling,NSE
AYM SYNTEX LTD,Process Industries,Textiles,NSE
CAMLIN FINE SCIENC,Process Industries,Chemicals: Specialty,NSE
